study_m,Month,obd,phase,int_carb_asp,int_targ_screen,int_screen_all,int_hand,int_asp,bedocc,hh_adherence,hh_trained,abhr,rectalswab,carbapenem,fq,3gc,pseudo_3gcq,all_monitored,gmneg_all_bsi,ecoliccs_all_bsi,ecoli3gcr_all_bsi,cre_all_bsi,mssa_all_bsi,mrsa_all_bsi,csab_all_any,crab_all_any,cskp_all_any,crkp_all_any,cspa_all_any,crpa_all_any,csab_all_clinical,crab_all_clinical,cskp_all_clinical,crkp_all_clinical,cspa_all_clinical,crpa_all_clinical,csab_all_bsi,crab_all_bsi,cskp_all_bsi,crkp_all_bsi,cspa_all_bsi,crpa_all_bsi,csab_all_resp,crab_all_resp,cskp_all_resp,crkp_all_resp,cspa_all_resp,crpa_all_resp,csab_all_uti,crab_all_uti,cskp_all_uti,crkp_all_uti,cspa_all_uti,crpa_all_uti,csab_all_other,crab_all_other,cskp_all_other,crkp_all_other,cspa_all_other,crpa_all_other,csab_all_swab,crab_all_swab,cskp_all_swab,crkp_all_swab,cspa_all_swab,crpa_all_swab,csab_all_admswab,crab_all_admswab,cskp_all_admswab,crkp_all_admswab,cspa_all_admswab,crpa_all_admswab,csab_ho_any,crab_ho_any,cskp_ho_any,crkp_ho_any,cspa_ho_any,crpa_ho_any,csab_ho_clinical,crab_ho_clinical,cskp_ho_clinical,crkp_ho_clinical,cspa_ho_clinical,crpa_ho_clinical,csab_ho_bsi,crab_ho_bsi,cskp_ho_bsi,crkp_ho_bsi,cspa_ho_bsi,crpa_ho_bsi,csab_ho_resp,crab_ho_resp,cskp_ho_resp,crkp_ho_resp,cspa_ho_resp,crpa_ho_resp,csab_ho_uti,crab_ho_uti,cskp_ho_uti,crkp_ho_uti,cspa_ho_uti,crpa_ho_uti,csab_ho_other,crab_ho_other,cskp_ho_other,crkp_ho_other,cspa_ho_other,crpa_ho_other,csab_ho_swab,crab_ho_swab,cskp_ho_swab,crkp_ho_swab,cspa_ho_swab,crpa_ho_swab,csab_conothca_any,crab_conothca_any,cskp_conothca_any,crkp_conothca_any,cspa_conothca_any,crpa_conothca_any,csab_conothca_clinical,crab_conothca_clinical,cskp_conothca_clinical,crkp_conothca_clinical,cspa_conothca_clinical,crpa_conothca_clinical,csab_conothca_bsi,crab_conothca_bsi,cskp_conothca_bsi,crkp_conothca_bsi,cspa_conothca_bsi,crpa_conothca_bsi,csab_conothca_resp,crab_conothca_resp,cskp_conothca_resp,crkp_conothca_resp,cspa_conothca_resp,crpa_conothca_resp,csab_conothca_uti,crab_conothca_uti,cskp_conothca_uti,crkp_conothca_uti,cspa_conothca_uti,crpa_conothca_uti,csab_conothca_other,crab_conothca_other,cskp_conothca_other,crkp_conothca_other,cspa_conothca_other,crpa_conothca_other,csab_conothca_swab,crab_conothca_swab,cskp_conothca_swab,crkp_conothca_swab,cspa_conothca_swab,crpa_conothca_swab,csab_hca_all,crab_hca_all,cskp_hca_all,crkp_hca_all,cspa_hca_all,crpa_hca_all,csab_hca_clinical,crab_hca_clinical,cskp_hca_clinical,crkp_hca_clinical,cspa_hca_clinical,crpa_hca_clinical,csab_hca_bsi,crab_hca_bsi,cskp_hca_bsi,crkp_hca_bsi,cspa_hca_bsi,crpa_hca_bsi,csab_hca_resp,crab_hca_resp,cskp_hca_resp,crkp_hca_resp,cspa_hca_resp,crpa_hca_resp,csab_hca_uti,crab_hca_uti,cskp_hca_uti,crkp_hca_uti,cspa_hca_uti,crpa_hca_uti,csab_hca_other,crab_hca_other,cskp_hca_other,crkp_hca_other,cspa_hca_other,crpa_hca_other,csab_hca_swab,crab_hca_swab,cskp_hca_swab,crkp_hca_swab,cspa_hca_swab,crpa_hca_swab,csab_cohca_any,crab_cohca_any,cskp_cohca_any,crkp_cohca_any,cspa_cohca_any,crpa_cohca_any,csab_cohca_clinical,crab_cohca_clinical,cskp_cohca_clinical,crkp_cohca_clinical,cspa_cohca_clinical,crpa_cohca_clinical,csab_cohca_bsi,crab_cohca_bsi,cskp_cohca_bsi,crkp_cohca_bsi,cspa_cohca_bsi,crpa_cohca_bsi,csab_cohca_resp,crab_cohca_resp,cskp_cohca_resp,crkp_cohca_resp,cspa_cohca_resp,crpa_cohca_resp,csab_cohca_uti,crab_cohca_uti,cskp_cohca_uti,crkp_cohca_uti,cspa_cohca_uti,crpa_cohca_uti,csab_cohca_other,crab_cohca_other,cskp_cohca_other,crkp_cohca_other,cspa_cohca_other,crpa_cohca_other,csab_cohca_swab,crab_cohca_swab,cskp_cohca_swab,crkp_cohca_swab,cspa_cohca_swab,crpa_cohca_swab
105,01/09/2016,13976,4,T,T,T,T,T,80.2,0.73,19.67,509.4,1200,54.23,98.45,63.50,13.70,697.71,42.00000001,14,6,0,4,0,3,5,48,4,50,7,2,1,44,0,47,4,0,0,7,0,5,0,2,0,4,0,10,1,0,0,22,0,17,1,0,1,11,0,15,2,1,4,4,4,3,3,1,0,0,2,1,0,1,4,31,2,29,7,1,0,27,0,27,4,0,0,2,0,0,0,1,0,2,0,7,1,0,0,15,0,10,1,0,0,8,0,10,2,0,4,4,2,2,3,1,1,10,2,13,0,0,1,10,0,12,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,4,0,6,0,0,1,2,0,3,0,1,0,0,2,1,0,2,4,38,2,37,7,2,0,34,0,35,4,0,0,4,0,2,0,2,0,3,0,10,1,0,0,18,0,11,1,0,0,9,0,12,2,0,4,4,2,2,3,1,0,7,0,8,0,1,0,7,0,8,0,0,0,2,0,2,0,1,0,1,0,3,0,0,0,3,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0
106,01/10/2016,15188,4,T,T,T,T,T,85.3,0.73,19.67,708.5,1400,20.01,126.28,49.10,11.90,678.01,38.99999999,14,2,0,6,2,1,2,52,8,50,3,0,1,51,2,46,1,0,0,5,0,8,0,0,1,7,0,14,1,0,0,27,2,16,0,0,0,12,0,8,0,1,1,1,6,4,2,1,1,0,0,0,0,0,1,29,7,27,2,0,1,28,1,23,0,0,0,3,0,5,0,0,1,5,0,9,0,0,0,11,1,6,0,0,0,9,0,3,0,0,0,1,6,4,2,0,0,9,0,10,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,6,0,3,0,0,0,2,0,4,0,0,0,0,0,0,0,1,2,43,8,40,3,0,1,42,2,36,1,0,0,5,0,8,0,0,1,6,0,11,1,0,0,21,2,13,0,0,0,10,0,4,0,1,1,1,6,4,2,1,1,14,1,13,1,0,0,14,1,13,1,0,0,2,0,3,0,0,0,1,0,2,1,0,0,10,1,7,0,0,0,1,0,1,0,1,1,0,0,0,0
107,01/11/2016,15453,4,T,T,T,T,T,87.7,0.73,25.33,362.5,1500,31.32,97.65,56.60,15.50,697.41,51,16,6,1,12,1,1,5,56,10,44,6,1,0,42,2,42,3,0,0,3,1,3,0,0,0,7,0,13,2,0,0,26,0,14,0,1,0,6,1,12,1,0,5,14,8,2,3,0,1,4,2,0,2,1,4,29,8,28,3,1,0,19,2,26,2,0,0,1,1,1,0,0,0,5,0,9,1,0,0,10,0,9,0,1,0,3,1,7,1,0,4,10,6,2,1,0,1,21,2,10,1,0,0,18,0,10,1,0,0,1,0,2,0,0,0,2,0,3,1,0,0,13,0,2,0,0,0,2,0,3,0,0,1,3,2,0,0,1,4,35,8,34,5,1,0,24,2,32,2,0,0,2,1,1,0,0,0,5,0,10,1,0,0,13,0,12,0,1,0,4,1,9,1,0,4,11,6,2,3,0,0,6,0,6,2,0,0,5,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,1,0,2,0,0,0,1,0,0,2
108,01/12/2016,17568,4,T,T,T,T,T,87.2,0.73,25.33,630.8,1400,31.03,90.79,70.10,9.50,676.82,46.99999999,7,2,0,4,1,2,4,53,5,48,7,1,0,49,0,47,5,0,0,6,0,4,1,1,0,9,0,9,0,0,0,25,0,26,1,0,0,9,0,8,3,1,4,4,5,1,2,1,1,2,3,1,1,1,3,29,2,37,5,1,0,27,0,37,4,0,0,5,0,3,1,1,0,7,0,9,0,0,0,10,0,19,0,0,0,5,0,6,3,0,3,2,2,0,1,0,0,15,0,5,2,0,0,13,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,4,1,0,0,4,0,0,0,0,0,2,0,1,1,2,4,38,5,43,5,1,0,36,0,43,4,0,0,6,0,4,1,1,0,8,0,9,0,0,0,17,0,22,0,0,0,5,0,8,3,1,4,2,5,0,1,1,1,9,3,6,0,0,0,9,0,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7,0,3,0,0,0,0,0,2,0,1,1,0,3,0,0
109,01/01/2017,16415,4,T,T,T,T,T,88.4,0.73,25.33,528,1400,29.15,119.53,80.00,8.90,672.78,44,11,1,0,8,3,3,5,43,7,31,6,3,1,36,0,29,4,0,0,6,0,2,0,2,0,5,0,4,1,0,0,16,0,15,1,1,1,9,0,8,2,0,4,7,7,2,2,0,4,3,3,1,0,1,0,27,4,18,5,1,0,23,0,17,3,0,0,4,0,2,0,1,0,5,0,3,0,0,0,8,0,8,1,0,0,6,0,4,2,0,0,4,4,1,2,1,3,11,0,6,0,1,1,10,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,1,3,0,3,0,0,2,1,0,1,0,2,2,32,7,25,6,2,0,26,0,24,4,0,0,5,0,2,0,2,0,5,0,4,1,0,0,10,0,13,1,0,0,6,0,5,2,0,2,6,7,1,2,1,2,5,3,7,1,1,0,3,0,7,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,5,0,0,0,0,0,1,0,0,2,2,3,0,0
110,01/02/2017,16703,4,T,T,T,T,T,89.9,0.73,25.33,528,1500,24.36,93.57,66.80,10.90,702.02,29,20,4,0,10,0,3,8,47,7,39,7,2,4,34,1,33,2,0,3,7,1,1,0,0,0,5,0,9,2,1,0,15,0,15,0,1,1,7,0,8,0,1,4,13,6,6,5,1,1,4,4,1,0,1,5,23,3,24,7,1,2,14,1,19,2,0,2,2,1,1,0,0,0,3,0,8,2,1,0,5,0,5,0,0,0,4,0,5,0,0,3,9,2,5,5,2,2,13,2,11,0,1,1,10,0,10,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,5,0,7,0,1,1,2,0,3,0,1,1,3,2,1,0,1,6,34,5,28,7,1,3,24,1,23,2,0,3,5,1,1,0,0,0,4,0,9,2,1,0,10,0,8,0,0,0,5,0,5,0,0,3,10,4,5,5,0,1,11,2,4,0,0,1,10,0,4,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,5,0,3,0,0,0,1,0,0,0,0,0,1,2,0,0
111,01/03/2017,16588,4,T,T,T,T,T,85.9,0.73,25.33,528,1770,29.58,108.82,71.30,14.70,693.01,30,13,2,0,3,6,3,8,48,11,35,9,2,4,31,2,28,4,0,0,4,0,0,1,1,0,3,1,12,1,0,1,18,1,9,0,1,3,6,0,7,2,1,4,17,9,7,5,1,0,3,6,0,0,2,6,31,5,25,8,2,2,17,2,18,3,0,0,1,0,0,1,1,0,3,1,9,0,0,0,9,1,5,0,1,2,4,0,4,2,0,4,14,3,7,5,1,2,8,2,6,1,0,2,7,0,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,3,0,0,1,2,0,2,0,1,0,1,2,0,0,2,6,40,9,29,8,2,2,24,2,22,3,0,0,4,0,0,1,1,0,3,1,11,0,0,0,13,1,6,0,1,2,4,0,5,2,0,4,16,7,7,5,0,0,9,4,4,0,0,0,7,0,4,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,2,4,0,0
112,01/04/2017,15191,4,T,T,T,T,T,83.4,0.73,25.33,471.3,1400,31.76,100.83,65.20,20.70,749.98,45.00000001,11,2,0,3,5,1,8,41,8,34,7,0,1,27,2,31,3,0,1,0,2,2,0,0,0,4,0,6,1,0,0,14,0,13,0,0,0,9,0,10,2,1,7,14,6,3,4,0,2,3,2,0,0,1,6,23,5,19,7,0,1,12,1,16,3,0,1,0,1,1,0,0,0,3,0,5,1,0,0,4,0,6,0,0,0,5,0,4,2,1,5,11,4,3,4,0,2,10,3,6,0,0,0,9,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,3,0,4,0,0,2,1,2,0,0,1,6,31,5,28,7,0,1,18,1,25,3,0,1,0,1,2,0,0,0,4,0,6,1,0,0,8,0,11,0,0,0,6,0,6,2,1,5,13,4,3,4,0,0,8,0,9,0,0,0,6,0,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,0,5,0,0,0,1,0,2,0,0,0,2,0,0,0
113,01/05/2017,17421,4,T,T,T,T,T,86.6,0.73,25.33,543.75,1800,27.99,109.90,65.20,19.50,753.02,30.99999999,15,3,0,9,2,0,9,45,11,27,10,0,7,29,2,26,4,0,0,3,1,3,0,0,6,2,0,7,3,0,0,21,0,9,1,0,1,3,1,7,0,0,2,16,9,1,6,0,0,5,2,0,2,0,5,24,9,14,7,0,3,13,2,13,3,0,0,0,1,1,0,0,3,2,0,4,3,0,0,9,0,5,0,0,0,2,1,3,0,0,2,11,7,1,4,0,3,8,2,4,1,0,3,5,0,4,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,3,2,0,1,0,6,37,9,23,9,0,4,24,2,22,4,0,0,1,1,2,0,0,4,2,0,6,3,0,0,18,0,8,1,0,0,3,1,6,0,0,2,13,7,1,5,0,1,13,0,9,2,0,1,11,0,9,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,9,0,3,1,0,0,1,0,3,0,0,0,2,0,0,1
114,01/06/2017,16398,4,T,T,T,T,T,83.9,0.73,25.33,690.4,1700,25.38,121.89,70.00,26.90,750.99,29.99999999,12,3,0,3,3,3,8,49,14,34,3,3,3,37,3,31,1,0,1,3,2,3,0,1,0,4,0,12,0,0,2,23,1,9,0,2,0,7,0,7,1,0,5,12,11,3,2,0,5,3,5,1,0,2,2,25,8,18,3,2,2,16,2,16,1,0,1,3,2,1,0,0,0,2,0,8,0,0,1,9,0,4,0,2,0,2,0,3,1,0,0,9,6,2,2,1,1,15,1,5,0,1,0,14,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,9,0,1,0,0,0,4,0,2,0,0,1,1,1,1,0,2,7,34,13,29,3,2,3,23,3,27,1,0,1,3,2,2,0,0,0,3,0,12,0,0,2,14,1,8,0,2,0,3,0,5,1,0,4,11,10,2,2,0,5,9,5,11,0,0,1,7,1,11,0,0,0,0,0,1,0,0,0,1,0,4,0,0,1,5,1,4,0,0,0,1,0,2,0,0,4,2,4,0,0
115,01/07/2017,15132,4,T,T,T,T,T,84.3,0.73,25.33,523.5,1600,37.99,107.91,57.80,24.10,693.91,44,16,5,0,3,1,4,5,58,6,42,9,4,1,42,2,41,5,0,0,8,1,4,0,2,0,5,0,15,3,0,0,16,0,10,1,2,1,13,1,12,1,0,4,16,4,1,4,0,0,3,0,0,1,3,4,38,5,26,7,3,0,25,1,25,4,0,0,5,1,3,0,1,0,5,0,12,2,0,0,6,0,4,1,2,0,9,0,6,1,0,4,13,4,1,3,1,1,13,1,9,1,1,1,12,1,9,1,0,0,2,0,0,0,1,0,0,0,2,1,0,0,7,0,3,0,0,1,3,1,4,0,0,0,1,0,0,0,3,4,45,5,33,8,3,0,30,1,32,4,0,0,6,1,4,0,1,0,5,0,13,2,0,0,9,0,7,1,2,0,10,0,8,1,0,4,15,4,1,4,0,0,7,0,7,1,0,0,5,0,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,1,0,2,0,0,0,2,0,0,1
116,01/08/2017,14036,4,T,T,T,T,T,87.4,0.45,25.33,523.5,1600,48.43,114.44,94.00,37.70,722.79,39,15,5,0,7,2,4,3,55,10,43,10,4,1,44,4,43,3,0,1,1,2,3,0,1,0,6,0,9,2,0,0,27,1,15,1,3,0,10,1,16,0,0,2,11,6,0,7,0,1,4,4,0,2,2,2,21,4,22,6,2,1,14,2,22,1,0,1,1,1,3,0,1,0,2,0,5,1,0,0,6,1,7,0,1,0,5,0,7,0,0,1,7,2,0,5,1,0,21,3,14,2,1,0,17,1,14,1,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,4,1,1,0,3,1,7,0,0,0,4,2,0,1,3,3,34,7,29,8,3,1,27,3,29,2,0,1,1,2,3,0,1,0,2,0,6,2,0,0,17,1,11,0,2,0,7,0,9,0,0,2,7,4,0,6,1,1,13,3,7,2,1,0,13,1,7,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,11,0,4,0,1,0,2,0,2,0,0,1,0,2,0,1
117,01/09/2017,14486,4,T,T,T,T,T,82.6,0.45,25.33,523.5,1770,29.87,86.67,51.50,23.00,703.98,40.00000001,7,6,0,5,0,0,6,69,10,40,15,0,1,61,1,38,10,0,0,7,0,1,4,0,1,9,0,9,2,0,0,28,0,18,2,0,0,17,1,10,2,0,5,8,9,2,5,0,0,4,4,1,1,0,6,33,6,27,8,0,1,29,1,26,4,0,0,4,0,1,2,0,1,6,0,7,1,0,0,8,0,12,0,0,0,11,1,6,1,0,5,4,5,1,4,0,0,18,2,6,4,0,0,17,0,5,3,0,0,2,0,0,1,0,0,1,0,2,0,0,0,10,0,0,1,0,0,4,0,3,1,0,0,1,2,1,1,0,6,51,8,34,11,0,1,44,1,33,7,0,0,5,0,1,3,0,1,8,0,7,2,0,0,18,0,18,1,0,0,13,1,7,1,0,5,7,7,1,4,0,0,18,2,7,3,0,0,15,0,7,3,0,0,1,0,0,1,0,0,2,0,0,1,0,0,10,0,6,1,0,0,2,0,1,0,0,0,3,2,0,0
118,01/10/2017,17973,4,T,T,T,T,T,85.5,0.45,25.33,573.7,1800,30.45,138.22,48.70,26.70,679.01,47.00000001,10,5,0,6,4,3,7,54,11,42,9,3,2,49,4,42,3,0,0,5,1,2,1,0,1,10,0,9,1,1,1,23,1,17,0,2,0,11,2,14,1,0,5,5,7,0,6,0,2,3,5,0,1,0,3,22,3,20,8,0,0,20,1,20,3,0,0,3,0,1,1,0,0,4,0,4,1,0,0,7,1,8,0,0,0,6,0,7,1,0,3,2,2,0,5,2,3,13,3,13,0,2,2,12,1,13,0,0,0,1,0,1,0,0,1,4,0,2,0,1,1,6,0,5,0,1,0,1,1,5,0,0,1,1,2,0,0,1,4,41,8,29,9,1,0,37,3,29,3,0,0,4,1,1,1,0,0,6,0,7,1,0,0,17,1,12,0,1,0,10,1,9,1,0,4,4,5,0,6,1,1,19,5,9,1,1,0,17,2,9,0,0,0,1,1,0,0,0,0,2,0,3,0,0,0,10,0,4,0,1,0,4,1,2,0,0,1,2,3,0,1
119,01/11/2017,15071,4,T,T,T,T,T,86.1,0.45,8.75,475.7,1670,34.51,98.29,61.30,27.40,560.03,47,10,3,0,5,2,1,5,54,5,33,7,1,3,48,1,32,4,0,0,7,1,4,0,1,3,12,0,5,1,0,0,18,0,12,0,0,0,11,0,11,3,0,2,6,4,1,3,0,1,0,2,0,0,0,3,28,3,17,6,0,2,22,1,16,3,0,0,4,1,3,0,0,2,8,0,2,1,0,0,5,0,7,0,0,0,5,0,4,2,0,1,6,2,1,3,1,1,15,1,9,1,1,1,15,0,9,1,0,0,3,0,1,0,1,1,2,0,1,0,0,0,6,0,3,0,0,0,4,0,4,1,0,0,0,1,0,0,0,4,39,4,24,6,0,2,33,1,23,3,0,0,4,1,3,0,0,2,10,0,4,1,0,0,12,0,9,0,0,0,7,0,7,2,0,2,6,3,1,3,0,1,11,1,7,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,7,0,2,0,0,0,2,0,3,0,0,1,0,1,0,0
120,01/12/2017,16405,4,T,T,T,T,T,87.2,0.45,8.75,599.2,1600,38.14,115.17,85.90,13.70,548.22,38,12,2,0,7,3,3,3,45,9,32,7,2,1,39,4,32,1,1,0,3,2,1,0,1,1,7,1,10,0,0,0,18,0,12,1,0,0,11,1,9,0,1,2,6,5,0,6,0,0,3,1,0,2,2,3,14,6,12,5,1,1,11,2,12,1,1,0,1,1,1,0,0,1,2,0,3,0,0,0,6,0,5,1,0,0,2,1,3,0,1,2,3,4,0,4,1,0,16,0,11,0,1,0,16,0,11,0,0,0,2,0,0,0,1,0,4,0,5,0,0,0,6,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,2,3,29,9,21,7,1,1,23,4,21,1,1,0,1,2,1,0,0,1,3,1,5,0,0,0,12,0,9,1,0,0,7,1,6,0,1,2,6,5,0,6,0,0,15,3,9,2,0,0,12,2,9,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,6,0,4,0,0,0,5,0,3,0,0,0,3,1,0,2
121,01/01/2018,16484,4,T,T,T,T,T,94.7,0.45,8.75,564,1700,30.89,167.81,116.20,17.30,670.99,41.00000001,8,1,1,15,5,1,5,52,4,37,7,1,1,38,1,37,1,1,0,2,0,3,0,0,0,8,0,11,0,0,0,22,1,14,1,0,1,6,0,9,0,0,4,14,3,0,6,0,0,2,1,0,2,0,4,34,3,25,5,0,0,22,1,25,1,0,0,2,0,1,0,0,0,4,0,9,0,0,0,12,1,9,1,0,0,4,0,6,0,0,4,12,2,0,4,0,0,9,1,6,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,4,0,2,0,0,0,1,0,2,0,0,0,1,1,0,0,1,5,43,3,31,7,1,1,30,1,31,1,1,0,2,0,3,0,0,0,5,0,9,0,0,0,18,1,12,1,0,1,5,0,7,0,0,4,13,2,0,6,1,1,9,0,6,2,1,1,8,0,6,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,6,0,3,0,0,1,1,0,1,0,0,0,1,0,0,2
122,01/02/2018,16081,4,T,T,T,T,T,89.2,0.73,8.75,564,1800,31.03,123.52,90.90,74.40,655.02,31,13,3,0,3,1,0,9,57,6,29,12,0,4,47,0,27,3,0,2,8,0,2,1,0,0,9,0,4,0,0,0,22,0,12,1,0,2,8,0,9,1,0,5,10,6,2,9,0,0,3,2,0,1,0,7,23,4,15,11,0,2,16,0,13,3,0,1,2,0,0,1,0,0,3,0,3,0,0,0,6,0,6,1,0,1,5,0,4,1,0,5,7,4,2,8,0,2,13,1,6,0,0,2,11,0,6,0,0,1,2,0,2,0,0,0,3,0,0,0,0,0,5,0,0,0,0,1,1,0,4,0,0,0,2,1,0,0,0,7,44,5,23,12,0,2,36,0,21,3,0,1,6,0,0,1,0,0,6,0,4,0,0,0,17,0,12,1,0,1,7,0,5,1,0,5,8,5,2,9,0,0,21,1,8,1,0,0,20,0,8,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,11,0,6,0,0,0,2,0,1,0,0,0,1,1,0,1
123,01/03/2018,17604,4,T,T,T,T,T,89.1,0.73,8.75,564,1500,25.09,114.99,85.50,56.30,649.48,38,5,1,0,6,1,2,9,34,6,43,10,1,6,28,3,39,5,0,2,2,2,0,0,0,2,2,0,5,2,0,1,14,1,16,2,1,1,10,0,18,1,1,3,6,3,4,5,1,2,3,2,1,1,1,7,13,4,20,7,1,6,10,3,17,3,0,2,2,2,0,0,0,2,2,0,2,1,0,1,4,1,8,1,1,1,2,0,7,1,0,1,3,1,3,4,1,0,12,2,16,2,0,0,11,0,15,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,0,5,1,0,0,3,0,8,0,1,0,1,2,1,0,1,9,22,4,27,8,1,6,17,3,24,3,0,2,2,2,0,0,0,2,2,0,3,1,0,1,6,1,11,1,1,1,7,0,10,1,0,3,5,1,3,5,0,2,9,0,7,1,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,5,0,3,0,0,2,2,0,0,1
124,01/04/2018,15319,4,T,T,T,T,T,87.2,0.73,8.75,545.6833333,1770,26.97,122.25,103.20,59.40,663.93,42.99999999,13,3,0,1,5,1,2,44,6,44,15,1,0,33,1,41,4,0,0,3,0,4,0,0,0,1,0,5,2,0,0,14,1,12,1,1,0,15,0,20,1,0,2,11,5,3,11,0,1,4,0,0,4,1,1,25,5,24,11,1,0,18,0,21,4,0,0,2,0,2,0,0,0,0,0,2,2,0,0,5,0,6,1,1,0,11,0,11,1,0,1,7,5,3,7,0,0,12,0,13,1,0,0,9,0,13,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,5,0,2,0,0,0,2,0,8,0,0,0,3,0,0,1,1,2,32,6,31,14,1,0,24,1,28,4,0,0,2,0,3,0,0,0,0,0,3,2,0,0,9,1,10,1,1,0,13,0,12,1,0,2,8,5,3,10,0,1,7,1,7,3,0,0,6,1,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1,4,0,0,0,2,0,1,0,0,1,1,0,0,3
125,01/05/2018,17035,4,T,T,T,T,T,87.3,0.73,8.75,545.6833333,1500,24.80,136.41,72.90,29.40,682.77,30,19,6,0,5,0,2,2,47,8,37,4,2,1,34,2,35,1,0,0,4,0,2,0,1,1,3,0,11,1,0,0,14,2,13,0,1,0,13,0,9,0,0,1,13,6,2,3,0,0,1,0,1,0,1,1,23,6,19,3,1,0,11,0,18,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,3,0,7,0,0,0,8,0,4,0,0,1,12,6,1,3,1,1,13,0,11,1,1,1,12,0,10,1,0,0,1,0,1,0,0,1,1,0,5,1,0,0,6,0,2,0,1,0,4,0,2,0,0,0,1,0,1,0,1,1,34,8,26,3,1,0,22,2,25,0,0,0,3,0,1,0,1,0,2,0,6,0,0,0,8,2,11,0,0,0,9,0,7,0,0,1,12,6,1,3,0,0,11,2,7,0,0,0,11,2,7,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,5,2,4,0,0,0,1,0,3,0,0,0,0,0,0,0
126,01/06/2018,16802,4,T,T,T,T,T,87.3,0.73,8.75,545.6833333,1400,32.92,112.81,79.90,21.00,692.79,38.00000001,13,2,0,6,1,0,2,42,11,39,8,0,1,28,1,34,3,0,0,3,0,4,0,0,0,5,0,4,0,0,1,11,1,11,2,0,0,9,0,15,1,0,1,14,10,5,5,0,1,3,1,1,2,0,1,26,10,25,4,0,1,15,1,21,1,0,0,1,0,3,0,0,0,3,0,4,0,0,1,4,1,4,1,0,0,7,0,10,0,0,0,11,9,4,3,0,1,9,0,8,1,0,0,8,0,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,1,0,4,0,0,1,1,0,1,0,0,1,33,11,31,7,0,1,20,1,27,2,0,0,2,0,4,0,0,0,4,0,4,0,0,1,6,1,8,1,0,0,8,0,11,1,0,0,13,10,4,5,0,0,7,1,6,3,0,0,5,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,1,0,1,1,0,0,2,1,0,2
127,01/07/2018,15910,4,T,T,T,T,T,85,0.73,8.75,615,1450,37.41,139.86,74.20,29.80,670.00,49,16,8,0,3,1,1,7,52,9,34,8,1,3,38,2,30,3,1,1,8,0,2,0,0,1,7,0,5,0,0,0,12,2,10,2,0,1,11,0,13,1,0,4,14,7,4,5,0,3,2,3,1,0,1,4,31,5,17,8,1,3,19,1,14,3,1,1,2,0,1,0,0,1,3,0,4,0,0,0,8,1,3,2,0,1,6,0,6,1,0,1,12,4,3,5,0,1,15,2,7,0,0,0,13,1,7,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,3,1,2,0,0,0,3,0,4,0,0,1,2,1,0,0,1,6,37,7,27,8,1,3,25,1,23,3,1,1,4,0,2,0,0,1,4,0,4,0,0,0,9,1,8,2,0,1,8,0,9,1,0,3,12,6,4,5,0,2,6,2,10,0,0,0,6,0,9,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,2,0,3,0,0,2,0,2,1,0
