study_m,phases,year,month,day,date,obd,csab_ho_clinical,crab_ho_clinical,cskp_ho_clinical,crkp_ho_clinical,cspa_ho_clinical,crpa_ho_clinical,csab_ho_bsi,crab_ho_bsi,cskp_ho_bsi,crkp_ho_bsi,cspa_ho_bsi,crpa_ho_bsi,csab_ho_resp,crab_ho_resp,cskp_ho_resp,crkp_ho_resp,cspa_ho_resp,crpa_ho_resp,csab_ho_uti,crab_ho_uti,cskp_ho_uti,crkp_ho_uti,cspa_ho_uti,crpa_ho_uti,csab_ho_other,crab_ho_other,cskp_ho_other,crkp_ho_other,cspa_ho_other,crpa_ho_other,csab_ho_swab,crab_ho_swab,cskp_ho_swab,crkp_ho_swab,cspa_ho_swab,crpa_ho_swab,csab_co_nothca_clinical,crab_co_nothca_clinical,cskp_co_nothca_clinical,crkp_co_nothca_clinical,cspa_co_nothca_clinical,crpa_co_nothca_clinical,csab_co_nothca_bsi,crab_co_nothca_bsi,cskp_co_nothca_bsi,crkp_co_nothca_bsi,cspa_co_nothca_bsi,crpa_co_nothca_bsi,csab_co_nothca_resp,crab_co_nothca_resp,cskp_co_nothca_resp,crkp_co_nothca_resp,cspa_co_nothca_resp,crpa_co_nothca_resp,csab_co_nothca_uti,crab_co_nothca_uti,cskp_co_nothca_uti,crkp_co_nothca_uti,cspa_co_nothca_uti,crpa_co_nothca_uti,csab_co_nothca_other,crab_co_nothca_other,cskp_co_nothca_other,crkp_co_nothca_other,cspa_co_nothca_other,crpa_co_nothca_other,csab_co_nothca_adm_swab,crab_co_nothca_adm_swab,cskp_co_nothca_adm_swab,crkp_co_nothca_adm_swab,cspa_co_nothca_adm_swab,crpa_co_nothca_adm_swab,csab_co_hca_clinical,crab_co_hca_clinical,cskp_co_hca_clinical,crkp_co_hca_clinical,cspa_co_hca_clinical,crpa_co_hca_clinical,csab_co_hca_bsi,crab_co_hca_bsi,cskp_co_hca_bsi,crkp_co_hca_bsi,cspa_co_hca_bsi,crpa_co_hca_bsi,csab_co_hca_resp,crab_co_hca_resp,cskp_co_hca_resp,crkp_co_hca_resp,cspa_co_hca_resp,crpa_co_hca_resp,csab_co_hca_uti,crab_co_hca_uti,cskp_co_hca_uti,crkp_co_hca_uti,cspa_co_hca_uti,crpa_co_hca_uti,csab_co_hca_other,crab_co_hca_other,cskp_co_hca_other,crkp_co_hca_other,cspa_co_hca_other,crpa_co_hca_other,csab_co_hca_adm_swab,crab_co_hca_adm_swab,cskp_co_hca_adm_swab,crkp_co_hca_adm_swab,cspa_co_hca_adm_swab,crpa_co_hca_adm_swab,csab_ho_clinical_incid,crab_ho_clinical_incid,cskp_ho_clinical_incid,crkp_ho_clinical_incid,cspa_ho_clinical_incid,crpa_ho_clinical_incid,csab_ho_bsi_incid,crab_ho_bsi_incid,cskp_ho_bsi_incid,crkp_ho_bsi_incid,cspa_ho_bsi_incid,crpa_ho_bsi_incid,csab_ho_resp_incid,crab_ho_resp_incid,cskp_ho_resp_incid,crkp_ho_resp_incid,cspa_ho_resp_incid,crpa_ho_resp_incid,csab_ho_uti_incid,crab_ho_uti_incid,cskp_ho_uti_incid,crkp_ho_uti_incid,cspa_ho_uti_incid,crpa_ho_uti_incid,csab_ho_other_incid,crab_ho_other_incid,cskp_ho_other_incid,crkp_ho_other_incid,cspa_ho_other_incid,crpa_ho_other_incid,csab_ho_swab_incid,crab_ho_swab_incid,cskp_ho_swab_incid,crkp_ho_swab_incid,cspa_ho_swab_incid,crpa_ho_swab_incid,csab_co_nothca_clinical_incid,crab_co_nothca_clinical_incid,cskp_co_nothca_clinical_incid,crkp_co_nothca_clinical_incid,cspa_co_nothca_clinical_incid,crpa_co_nothca_clinical_incid,csab_co_nothca_bsi_incid,crab_co_nothca_bsi_incid,cskp_co_nothca_bsi_incid,crkp_co_nothca_bsi_incid,cspa_co_nothca_bsi_incid,crpa_co_nothca_bsi_incid,csab_co_nothca_resp_incid,crab_co_nothca_resp_incid,cskp_co_nothca_resp_incid,crkp_co_nothca_resp_incid,cspa_co_nothca_resp_incid,crpa_co_nothca_resp_incid,csab_co_nothca_uti_incid,crab_co_nothca_uti_incid,cskp_co_nothca_uti_incid,crkp_co_nothca_uti_incid,cspa_co_nothca_uti_incid,crpa_co_nothca_uti_incid,csab_co_nothca_other_incid,crab_co_nothca_other_incid,cskp_co_nothca_other_incid,crkp_co_nothca_other_incid,cspa_co_nothca_other_incid,crpa_co_nothca_other_incid,csab_co_nothca_adm_swab_incid,crab_co_nothca_adm_swab_incid,cskp_co_nothca_adm_swab_incid,crkp_co_nothca_adm_swab_incid,cspa_co_nothca_adm_swab_incid,crpa_co_nothca_adm_swab_incid,csab_co_hca_clinical_incid,crab_co_hca_clinical_incid,cskp_co_hca_clinical_incid,crkp_co_hca_clinical_incid,cspa_co_hca_clinical_incid,crpa_co_hca_clinical_incid,csab_co_hca_bsi_incid,crab_co_hca_bsi_incid,cskp_co_hca_bsi_incid,crkp_co_hca_bsi_incid,cspa_co_hca_bsi_incid,crpa_co_hca_bsi_incid,csab_co_hca_resp_incid,crab_co_hca_resp_incid,cskp_co_hca_resp_incid,crkp_co_hca_resp_incid,cspa_co_hca_resp_incid,crpa_co_hca_resp_incid,csab_co_hca_uti_incid,crab_co_hca_uti_incid,cskp_co_hca_uti_incid,crkp_co_hca_uti_incid,cspa_co_hca_uti_incid,crpa_co_hca_uti_incid,csab_co_hca_other_incid,crab_co_hca_other_incid,cskp_co_hca_other_incid,crkp_co_hca_other_incid,cspa_co_hca_other_incid,crpa_co_hca_other_incid,csab_co_hca_adm_swab_incid,crab_co_hca_adm_swab_incid,cskp_co_hca_adm_swab_incid,crkp_co_hca_adm_swab_incid,cspa_co_hca_adm_swab_incid,crpa_co_hca_adm_swab_incid
51,3,2012,3,1,01/03/2012,18926,0,7,9,7,20,4,0,4,1,1,1,0,0,2,3,2,5,2,0,0,1,3,9,2,0,1,4,1,5,0,1,3,3,15,4,4,0,1,3,2,3,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,4,4,0,0,1,1,0,0,0,0,0,0,2,3,0,1,2,2,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,3.7,4.76,3.7,10.57,2.11,0,2.11,0.53,0.53,0.53,0,0,1.06,1.59,1.06,2.64,1.06,0,0,0.53,1.59,4.76,1.06,0,0.53,2.11,0.53,2.64,0,0.53,1.59,1.59,7.93,2.11,2.11,0,0.53,1.59,1.06,1.59,1.06,0,0,0.53,0,0,0,0,0.53,0.53,0,0.53,0,0,0,0.53,0.53,1.06,1.06,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0.53,1.59,1.59,2.11,2.11,0,0,0.53,0.53,0,0,0,0,0,0,1.06,1.59,0,0.53,1.06,1.06,1.06,0,0,0,0,0,0,0.53,0,0.53,0,1.06,0,0
52,3,2012,4,1,01/04/2012,17811,1,11,10,13,15,7,0,3,1,6,0,1,0,4,2,5,7,1,0,1,4,0,5,1,1,3,3,2,3,4,0,2,1,11,2,6,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2,0,2,5,2,2,2,0,0,2,0,0,0,0,1,1,0,1,1,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.56,6.18,5.61,7.3,8.42,3.93,0,1.68,0.56,3.37,0,0.56,0,2.25,1.12,2.81,3.93,0.56,0,0.56,2.25,0,2.81,0.56,0.56,1.68,1.68,1.12,1.68,2.25,0,1.12,0.56,6.18,1.12,3.37,0,1.12,2.25,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0.56,1.68,0,0,0,0,0.56,0.56,0,0.56,0,0,0,0,0.56,0,1.12,0,1.12,2.81,1.12,1.12,1.12,0,0,1.12,0,0,0,0,0.56,0.56,0,0.56,0.56,0,0.56,1.12,1.12,0.56,0,0,0,0,0,0,0.56,0,0,0,0,0,0
53,3,2012,5,1,01/05/2012,19562,0,6,13,10,10,9,0,0,2,2,2,2,0,5,3,2,4,3,0,0,7,2,3,2,0,1,1,4,1,2,0,0,4,14,2,5,0,0,8,2,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,2,4,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,1,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,3.07,6.65,5.11,5.11,4.6,0,0,1.02,1.02,1.02,1.02,0,2.56,1.53,1.02,2.04,1.53,0,0,3.58,1.02,1.53,1.02,0,0.51,0.51,2.04,0.51,1.02,0,0,2.04,7.16,1.02,2.56,0,0,4.09,1.02,2.04,0,0,0,0.51,0,0.51,0,0,0,0,0,0,0,0,0,2.56,1.02,0.51,0,0,0,1.02,0,1.02,0,0,0.51,0,0,0,0,0,1.02,2.04,1.53,0.51,0,0,0,0,0.51,0,0,0,0,0,0.51,0,0,0,1.02,1.53,0.51,0.51,0,0,0,0.51,0,0,0,0,0,0,1.53,0.51,0
54,3,2012,6,1,01/06/2012,15413,0,4,8,2,9,5,0,2,1,0,1,0,0,1,3,1,2,4,0,0,1,1,4,1,0,1,3,0,2,0,0,3,0,7,1,4,0,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,2,0,0,0,1,0,2,0,0,1,1,0,1,0,0,2,7,2,2,3,0,1,2,0,0,0,0,1,2,0,0,1,0,0,1,2,2,1,0,0,2,0,0,1,0,0,2,1,0,0,0,2.6,5.19,1.3,5.84,3.24,0,1.3,0.65,0,0.65,0,0,0.65,1.95,0.65,1.3,2.6,0,0,0.65,0.65,2.6,0.65,0,0.65,1.95,0,1.3,0,0,1.95,0,4.54,0.65,2.6,0,1.3,3.89,1.3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3.24,1.3,1.3,0,0,0,0.65,0,1.3,0,0,0.65,0.65,0,0.65,0,0,1.3,4.54,1.3,1.3,1.95,0,0.65,1.3,0,0,0,0,0.65,1.3,0,0,0.65,0,0,0.65,1.3,1.3,0.65,0,0,1.3,0,0,0.65,0,0,1.3,0.65,0,0
55,3,2012,7,1,01/07/2012,14254,2,10,13,8,13,8,1,2,1,1,2,1,0,6,3,1,4,0,0,1,2,6,2,2,1,1,7,0,5,5,0,2,2,7,1,5,0,0,7,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,2,0,0,0,2,0,0,0,1,2,2,1,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1.4,7.02,9.12,5.61,9.12,5.61,0.7,1.4,0.7,0.7,1.4,0.7,0,4.21,2.1,0.7,2.81,0,0,0.7,1.4,4.21,1.4,1.4,0.7,0.7,4.91,0,3.51,3.51,0,1.4,1.4,4.91,0.7,3.51,0,0,4.91,0.7,2.1,0,0,0,0.7,0,0,0,0,0,0,0,0.7,0,0,0,2.81,0.7,1.4,0,0,0,1.4,0,0,0,0.7,1.4,1.4,0.7,0,0.7,0,0,1.4,0.7,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0,0,0,0.7,0,0,0,0.7,1.4,0,0.7
56,3,2012,8,1,01/08/2012,13589,0,4,18,4,15,3,0,0,2,0,0,1,0,1,4,0,7,1,0,2,6,3,5,1,0,1,6,1,3,0,0,0,0,8,0,6,0,0,7,2,8,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,3,2,1,0,0,0,0,0,4,0,0,0,0,2,1,2,0,1,4,2,4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,1,2,1,0,0,0,0,1,0,0,2,1,2,1,0,0,2.94,13.25,2.94,11.04,2.21,0,0,1.47,0,0,0.74,0,0.74,2.94,0,5.15,0.74,0,1.47,4.42,2.21,3.68,0.74,0,0.74,4.42,0.74,2.21,0,0,0,0,5.89,0,4.42,0,0,5.15,1.47,5.89,0,0,0,1.47,0,0,0,0,0,1.47,0,2.21,0,0,0,2.21,1.47,0.74,0,0,0,0,0,2.94,0,0,0,0,1.47,0.74,1.47,0,0.74,2.94,1.47,2.94,0.74,0,0,0.74,0.74,0.74,0,0,0.74,0,0,0,0,0,0,2.21,0.74,1.47,0.74,0,0,0,0,0.74,0,0,1.47,0.74,1.47,0.74,0
57,4,2012,9,1,01/09/2012,13571,1,0,19,3,11,8,0,0,2,1,2,3,0,0,4,0,2,2,0,0,8,1,4,3,1,0,5,1,3,0,0,4,2,6,1,9,0,0,7,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,4,0,3,1,0,0,1,0,2,2,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,1,0,1,0,0,2,1,2,0,1,0.74,0,14,2.21,8.11,5.89,0,0,1.47,0.74,1.47,2.21,0,0,2.95,0,1.47,1.47,0,0,5.89,0.74,2.95,2.21,0.74,0,3.68,0.74,2.21,0,0,2.95,1.47,4.42,0.74,6.63,0,0,5.16,0,5.16,0.74,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,2.21,0,2.21,0,0,0,2.95,0,2.21,0.74,0,0,0.74,0,1.47,1.47,0,0,4.42,0.74,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0.74,1.47,0,0,0,0.74,0,0.74,0,0,1.47,0.74,1.47,0,0.74
58,4,2012,10,1,01/10/2012,15362,0,5,31,5,19,8,0,1,4,2,2,0,0,1,6,2,5,3,0,2,11,1,5,2,0,1,10,0,7,3,2,4,3,15,4,25,0,0,6,0,7,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,4,0,2,0,0,0,0,0,3,0,0,1,2,5,1,3,1,1,8,3,5,1,0,0,3,0,1,0,0,1,1,1,4,0,0,0,1,2,0,0,1,0,3,0,0,1,0,1,1,6,1,8,0,3.25,20.18,3.25,12.37,5.21,0,0.65,2.6,1.3,1.3,0,0,0.65,3.91,1.3,3.25,1.95,0,1.3,7.16,0.65,3.25,1.3,0,0.65,6.51,0,4.56,1.95,1.3,2.6,1.95,9.76,2.6,16.27,0,0,3.91,0,4.56,0,0,0,0.65,0,0,0,0,0,0.65,0,1.3,0,0,0,2.6,0,1.3,0,0,0,0,0,1.95,0,0,0.65,1.3,3.25,0.65,1.95,0.65,0.65,5.21,1.95,3.25,0.65,0,0,1.95,0,0.65,0,0,0.65,0.65,0.65,2.6,0,0,0,0.65,1.3,0,0,0.65,0,1.95,0,0,0.65,0,0.65,0.65,3.91,0.65,5.21
59,4,2012,11,1,01/11/2012,14764,0,2,15,4,17,7,0,0,3,2,1,1,0,0,1,0,5,3,0,1,5,0,4,2,0,1,6,2,7,1,1,3,5,4,3,8,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,4,0,0,0,2,1,1,1,0,2,9,1,1,2,0,0,1,1,1,0,0,2,2,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,1,4,2,1,3,0,1.35,10.16,2.71,11.51,4.74,0,0,2.03,1.35,0.68,0.68,0,0,0.68,0,3.39,2.03,0,0.68,3.39,0,2.71,1.35,0,0.68,4.06,1.35,4.74,0.68,0.68,2.03,3.39,2.71,2.03,5.42,0,0,3.39,0,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,2.71,0,0,0,0.68,0,2.71,0,0,0,1.35,0.68,0.68,0.68,0,1.35,6.1,0.68,0.68,1.35,0,0,0.68,0.68,0.68,0,0,1.35,1.35,0,0,1.35,0,0,2.71,0,0,0,0,0,1.35,0,0,0,0,0.68,2.71,1.35,0.68,2.03
60,4,2012,12,1,01/12/2012,14156,0,1,10,1,9,4,0,0,0,0,0,1,0,0,2,0,4,1,0,0,7,1,2,1,0,1,1,0,3,1,0,1,6,3,1,5,0,2,3,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,2,0,0,1,1,0,3,0,0,0,1,1,0,0,0,0,7,4,3,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,3,2,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.71,7.06,0.71,6.36,2.83,0,0,0,0,0,0.71,0,0,1.41,0,2.83,0.71,0,0,4.94,0.71,1.41,0.71,0,0.71,0.71,0,2.12,0.71,0,0.71,4.24,2.12,0.71,3.53,0,1.41,2.12,0,4.94,0,0,0,0,0,0.71,0,0,0,0,0,0.71,0,0,0.71,1.41,0,1.41,0,0,0.71,0.71,0,2.12,0,0,0,0.71,0.71,0,0,0,0,4.94,2.83,2.12,0,0,0,1.41,0.71,0,0,0,0,0.71,0,1.41,0,0,0,2.12,1.41,0.71,0,0,0,0.71,0.71,0,0,0,0,0.71,0,0,0.71
61,4,2013,1,1,01/01/2013,16729,0,2,21,1,18,8,0,0,5,0,2,2,0,1,1,0,9,4,0,0,9,1,4,2,0,1,6,0,3,0,0,1,4,8,1,3,0,1,4,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,1,0,0,2,0,0,1,0,0,1,1,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,3,0,2,0,1.2,12.55,0.6,10.76,4.78,0,0,2.99,0,1.2,1.2,0,0.6,0.6,0,5.38,2.39,0,0,5.38,0.6,2.39,1.2,0,0.6,3.59,0,1.79,0,0,0.6,2.39,4.78,0.6,1.79,0,0.6,2.39,0.6,1.79,1.2,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,1.2,0.6,1.79,0.6,0,0,1.2,0,0,0.6,0,0,0.6,0.6,0,0.6,0,0,1.79,1.2,0.6,0,0,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0.6,1.2,1.79,0,1.2
62,4,2013,2,1,01/02/2013,15485,0,3,13,3,13,5,0,1,2,2,0,1,0,1,4,1,6,2,0,0,7,0,4,1,0,1,0,0,3,1,0,3,9,6,2,6,0,0,3,0,6,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,2,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,1.94,8.4,1.94,8.4,3.23,0,0.65,1.29,1.29,0,0.65,0,0.65,2.58,0.65,3.87,1.29,0,0,4.52,0,2.58,0.65,0,0.65,0,0,1.94,0.65,0,1.94,5.81,3.87,1.29,3.87,0,0,1.94,0,3.87,0,0,0,0,0,0,0,0,0,0.65,0,1.94,0,0,0,0.65,0,1.29,0,0,0,0.65,0,0.65,0,0,0,1.29,0,0.65,0.65,0,0.65,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.94,0,0,0,0,0,0.65,0,0,0,0,0,1.29,1.94,0,0
63,4,2013,3,1,01/03/2013,16687,1,1,8,4,16,4,1,0,0,1,0,1,0,0,4,1,3,2,0,0,4,2,6,1,0,1,0,0,7,0,0,3,2,13,0,4,0,0,9,0,7,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,6,0,2,0,0,0,0,0,4,0,0,0,1,1,0,1,0,0,10,1,5,1,0,0,3,0,2,0,0,0,2,0,2,1,0,0,4,0,0,0,0,0,1,1,1,0,0,0,1,2,0,1,0.6,0.6,4.79,2.4,9.59,2.4,0.6,0,0,0.6,0,0.6,0,0,2.4,0.6,1.8,1.2,0,0,2.4,1.2,3.6,0.6,0,0.6,0,0,4.19,0,0,1.8,1.2,7.79,0,2.4,0,0,5.39,0,4.19,0,0,0,1.2,0,0,0,0,0,0.6,0,0.6,0,0,0,3.6,0,1.2,0,0,0,0,0,2.4,0,0,0,0.6,0.6,0,0.6,0,0,5.99,0.6,3,0.6,0,0,1.8,0,1.2,0,0,0,1.2,0,1.2,0.6,0,0,2.4,0,0,0,0,0,0.6,0.6,0.6,0,0,0,0.6,1.2,0,0.6
64,4,2013,4,1,01/04/2013,15020,0,3,6,3,15,4,0,0,1,1,0,0,0,1,1,1,5,2,0,0,2,1,4,0,0,2,2,0,6,2,0,2,2,9,2,5,0,0,6,0,4,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,2,6,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,2,2,0,0,0,0,1,2,1,1,0,0,2,3.99,2,9.99,2.66,0,0,0.67,0.67,0,0,0,0.67,0.67,0.67,3.33,1.33,0,0,1.33,0.67,2.66,0,0,1.33,1.33,0,3.99,1.33,0,1.33,1.33,5.99,1.33,3.33,0,0,3.99,0,2.66,0.67,0,0,0,0,0,0,0,0,2,0,1.33,0,0,0,2,0,0.67,0,0,0,0,0,0.67,0.67,0,0,0.67,0.67,0,0,0.67,1.33,3.99,0.67,1.33,0,0.67,0,0,0,0,0,0,0,0.67,0,0,0,0,0,2,0.67,1.33,0,0,1.33,1.33,0,0,0,0,0.67,1.33,0.67,0.67,0
65,4,2013,5,1,01/05/2013,15746,1,2,6,4,15,2,0,1,2,0,1,0,0,1,2,0,4,0,0,0,1,2,8,1,1,0,1,2,2,1,0,4,1,8,1,2,0,0,8,2,8,1,0,0,2,0,0,0,0,0,1,0,2,0,0,0,5,2,3,1,0,0,0,0,3,0,1,0,6,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0.64,1.27,3.81,2.54,9.53,1.27,0,0.64,1.27,0,0.64,0,0,0.64,1.27,0,2.54,0,0,0,0.64,1.27,5.08,0.64,0.64,0,0.64,1.27,1.27,0.64,0,2.54,0.64,5.08,0.64,1.27,0,0,5.08,1.27,5.08,0.64,0,0,1.27,0,0,0,0,0,0.64,0,1.27,0,0,0,3.18,1.27,1.91,0.64,0,0,0,0,1.91,0,0.64,0,3.81,0,0,0,0,0,3.81,1.27,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,1.27,1.27,0,0,0,0,0,0,0,0,0,0.64,1.27,0,0.64
66,4,2013,6,1,01/06/2013,15968,0,4,9,3,10,5,0,1,0,0,2,0,0,2,1,1,2,1,0,0,5,2,1,3,0,1,3,0,5,1,0,4,1,4,1,4,0,0,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,4,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,8,1,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,7,1,2,0,0,0,0,0,1,0,0,2,1,0,0,1,0,2.51,5.64,1.88,6.26,3.13,0,0.63,0,0,1.25,0,0,1.25,0.63,0.63,1.25,0.63,0,0,3.13,1.25,0.63,1.88,0,0.63,1.88,0,3.13,0.63,0,2.51,0.63,2.51,0.63,2.51,0,0,3.76,0.63,3.76,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,2.51,0.63,2.51,0,0,0,0,0,1.25,0,0,1.25,0,0.63,0.63,0,0,0,5.01,0.63,3.13,0,0,0,0.63,0,0,0,0,0,0,0,1.25,0,0,0,4.38,0.63,1.25,0,0,0,0,0,0.63,0,0,1.25,0.63,0,0,0.63
67,4,2013,7,1,01/07/2013,14562,1,7,11,10,17,2,0,0,2,1,2,0,0,5,1,2,2,1,0,0,3,7,10,1,1,2,5,0,3,0,0,1,2,18,1,2,0,1,13,0,8,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,7,0,4,0,0,0,4,0,2,0,0,0,1,0,0,2,0,0,4,1,6,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,3,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0.69,4.81,7.55,6.87,11.67,1.37,0,0,1.37,0.69,1.37,0,0,3.43,0.69,1.37,1.37,0.69,0,0,2.06,4.81,6.87,0.69,0.69,1.37,3.43,0,2.06,0,0,0.69,1.37,12.36,0.69,1.37,0,0.69,8.93,0,5.49,0,0,0,0,0,0,0,0,0,1.37,0,1.37,0,0,0.69,4.81,0,2.75,0,0,0,2.75,0,1.37,0,0,0,0.69,0,0,1.37,0,0,2.75,0.69,4.12,1.37,0,0,0,0,0,0,0,0,0.69,0,1.37,0.69,0,0,2.06,0.69,2.06,0,0,0,0,0,0.69,0.69,0,0,0,0.69,0,0
68,4,2013,8,1,01/08/2013,12685,1,4,11,2,17,7,1,0,3,1,0,0,0,1,3,0,3,1,0,1,4,1,7,4,0,2,1,0,7,2,0,6,6,15,0,3,0,0,16,0,4,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,10,0,2,1,0,0,3,0,1,0,0,0,3,0,1,0,0,0,6,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,4,1,0,0,1,0,1,0,0,1,1,2,1,0,0.79,3.15,8.67,1.58,13.4,5.52,0.79,0,2.36,0.79,0,0,0,0.79,2.36,0,2.36,0.79,0,0.79,3.15,0.79,5.52,3.15,0,1.58,0.79,0,5.52,1.58,0,4.73,4.73,11.82,0,2.36,0,0,12.61,0,3.15,0.79,0,0,0.79,0,0,0,0,0,1.58,0,0.79,0,0,0,7.88,0,1.58,0.79,0,0,2.36,0,0.79,0,0,0,2.36,0,0.79,0,0,0,4.73,0.79,3.94,0.79,0,0,0,0.79,0,0,0,0,0.79,0,0,0,0,0,3.15,0,3.15,0.79,0,0,0.79,0,0.79,0,0,0.79,0.79,1.58,0.79,0
69,4,2013,9,1,01/09/2013,13463,1,4,24,6,12,1,0,1,5,4,1,0,0,2,3,0,2,0,0,0,10,2,5,1,1,1,6,0,4,0,0,3,4,14,4,3,1,0,6,2,7,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,5,1,2,0,0,0,0,0,3,0,1,1,1,0,1,1,0,0,11,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,1,0,0,0,1,0,2,0,0,0,3,2,1,0,0.74,2.97,17.83,4.46,8.91,0.74,0,0.74,3.71,2.97,0.74,0,0,1.49,2.23,0,1.49,0,0,0,7.43,1.49,3.71,0.74,0.74,0.74,4.46,0,2.97,0,0,2.23,2.97,10.4,2.97,2.23,0.74,0,4.46,1.49,5.2,0,0,0,0.74,0.74,0.74,0,0.74,0,0,0,0.74,0,0,0,3.71,0.74,1.49,0,0,0,0,0,2.23,0,0.74,0.74,0.74,0,0.74,0.74,0,0,8.17,0,2.23,0.74,0,0,0,0,0,0,0,0,0.74,0,0,0.74,0,0,6.68,0,0.74,0,0,0,0.74,0,1.49,0,0,0,2.23,1.49,0.74,0
